UID	English Text V2	Character	CharMood	
W6WedBrocRight_08	Oh, no mucho, ya sabes. Es una escultura... un molde, de un artesano sin importancia.	Dubouquin	Badmood	
W6WedBrocRight_09	Pero antes hablabas de "verdadera obra de arte". "Increíble, fabuloso, ooooh, aaaahh y me faltan las palabras..."	Flora	Angry	
W6WedBrocRight_10	Tal vez la emoción me afectó un poco.	Dubouquin	Neutral	
W6WedBrocRight_11	Escucha, esto es lo que haré. Llevaré este pequeño "molde" a mi amiga que tradujo el poema; tal vez ella pueda decirnos lo que vale, ¿entendido?  	Flora	Neutral	
W6WedBrocRight_12	¡Tsk, tsk, tsk! No dejes que nadie lo vea. Vaya, vaya, has hecho un trato duro. Te daré 100.000 créditos. ¡Y no hay que objetar!	Dubouquin	Angry	
W6WedBrocRight_13	¡100.000 créditos! Buen precio. ¡Y tan libre de objeciones! ¡Aquí está tu estatua!	Flora	Happy	
W6WedBrocRight_14	Y aquí están tus 100.000 créditos. ¡Ahora lárgate!	Dubouquin	Angry	
W6WedBrocRight_15	Gracias de nuevo. Ha sido un placer hacer negocios.	Flora	Happy	
W6WedBrocRight_16	Ja, ja. Hasta luego. Creo que es hora de cerrar la tienda, si a nadie le importa. 	Dubouquin	Happy	
W6WedNoMoney_01	No, todavía no has reunido los créditos necesarios.	Elsys	Neutral	
W6SatStart_01	Tengo que ir a la Academia y averiguar dónde se celebra la competición. Todo el mundo estará ya allí. Tengo que darme prisa si quiero participar. 	Flora	Neutral	
W6SatNoHorse_01	Será mejor que vayas con tu caballo. No puedes dejarlo vagando fuera.	Elsys	Neutral	
W6SatEnd_01	"Aquí hay un mapa para llegar a la competición. No llegues tarde. Mucho ánimo, tu equipo, que cuenta contigo."	Flora	Neutral	
W6SatEnd_02	Bueno, Esteban, parece que tus tontos planes vuelven a fracasar. Ahora podré mostrarte lo que puedo hacer, y tú volverás a casa lloriqueando como el miserable perdedor que eres. 	Flora	Angry	
W6SatReplay_01	No has llegado a tiempo a la competición. Vuelve a intentarlo.	Elsys	Neutral	
W6SatReplay2_01	No has llegado a tiempo a la competición. Vuelve a intentarlo.	Elsys	Neutral	
W6SatGameOver_01	No has llegado a tiempo a la competición. Por desgracia, Esteban ha ganado. La aventura ha terminado. 	Elsys	Neutral	
W1MonTutCalendar_01	Eres libre de organizar tus días como quieras. Cada día tienes que entrenar en 4 disciplinas seleccionadas de una lista. 	Alexandra	Neutral	
W1MonTutCalendar_02	Tienes un horario que debes rellenar con las disciplinas que quieres cursar. Lo único que tienes que hacer es arrastrar y soltar las actividades que quieras y luego validarlas. 	Alexandra	Neutral	
W1MonTutCalendar_03	Asegúrate de que te tomas muy en serio la elección de las disciplinas. Algunas disciplinas cuentan para la evaluación final. Te recomendamos que no te pases todo el día dando vueltas por el centro de estudiantes. Puede que te rías, pero es fácil hacerlo. :-)	Patrick	Neutral	
W1MonTutCalendar_04	¡Ejem! Pase lo que pase, no olvides que una vez que el día ha comenzado, las actividades no pueden cambiarse. 	Jade	Neutral	
W1MonTutCalendar_05	Tu profesor organizará los primeros días para ayudarte a descubrir cada disciplina y entender cómo funciona tu horario. 	Alexandra	Neutral	
W1MonTutCalendar_06	No te preocupes, no es tan difícil como parece. Rellenar tu propio horario puede ser bastante divertido.	Alexandra	Neutral	
W1MonTutCalendar_07	Supongo que tienes ganas de empezar. Pues bien, pongámonos en marcha.	Alexandra	Happy	
W1MonTutCalendar_08	Para empezar, hay que hacer clic en "Inicio".	Elsys	Neutral	
W1MonTutBox1Start_01	Buenos días, jovencita. Estoy aquí para enseñarte a cuidar de tu caballo. El cuidado del caballo es esencial y debe tomarse muy en serio si quieres montar un caballo sano. 	Harry	Neutral	
W1MonTutBox1Start_02	Lo entiendo, pero ¿qué tengo que hacer?	Flora	Neutral	
W1MonTutBox1Start_03	Elige una de las categorías de tareas de cuidado del caballo. El tiempo no está de nuestro lado hoy, como habrás notado, así que no es buena idea duchar a tu caballo. Sin embargo, puedes darle un buen cepillado. 	Harry	Neutral	
W1MonTutBox1Start_04	Para conocer el tiempo de la semana, escribe esta dirección en el ordenador del centro de estudiantes: www.online-weather.ubi	Elsys	Neutral	
W1MonTutBrush_01	Haz clic en el cepillo para seleccionarlo y, a continuación, mantén pulsado el botón izquierdo del ratón para cepillar a tu caballo moviendo el ratón. 	Harry	Neutral	
W1MonTutBrush_02	Ten cuidado de no cepillar demasiado cerca de su cabeza. No le gusta eso y podría perder puntos de moral.	Harry	Neutral	
W1MonTutBrush_03	Recuerda elegir bien el tipo de cepillo. El primer cepillo tarda en limpiar a tu caballo pero es suave, por lo que puedes cepillar su cabeza y ganará puntos de moral. Los otros cepillos son mucho más rápidos pero mucho menos cómodos. 	Elsys	Neutral	
W1MonTutBrush_04	Cuida bien el pelaje de tu caballo y asegúrate de que no tiene nada sucio. Cuando creas que has terminado, pulsa el botón "Volver" para validar tu trabajo. 	Harry	Neutral	
W1MonTutBrush_05	Ah, casi lo olvido, también debes moverte alrededor de tu caballo para limpiar ambos lados, ya que tu caballo tiene que estar limpio por todas partes.  Para desplazarte alrededor de tu caballo, utiliza las flechas de dirección. 	Harry	Neutral	
W1MonTutBrushEndGood_01	Bien hecho, jovencita. Tu caballo estará encantado de volver a sentirse tan limpio. 	Harry	Happy	
W1MonTutBrushEndBad_01	Tienes que cepillar un poco más. Da la vuelta al caballo, cepillando cada lado, de arriba a abajo, y no olvides su cuello y sus patas. 	Harry	Neutral	
W1MonTutScrape_01	Las personas y los caballos tienen algo en común: no les gusta que se les queden piedras en las patas. Así que tienes que raspar cada una de las pezuñas de tu caballo. 	Harry	Neutral	
W1MonTutScrape_02	Haz clic en la pezuña que quieras raspar. Para raspar la pezuña, mantén pulsado el botón izquierdo del ratón y haz movimientos suaves, de arriba a abajo, para eliminar la arenilla. 	Elsys	Neutral	
W1MonTutScrape_03	Ten cuidado, hay una zona del caballo que es muy sensible: la forma de cuña en la parte superior del casco llamada "ranilla". Asegúrate de evitarla para no dañar a tu caballo. 	Harry	Neutral	
W1MonTutScrape1Sabot_01	Muy bien. Sólo quedan tres. 	Harry	Neutral	
W1MonTutScrape2Sabot_01	Adelante, ya tienes la mitad del trabajo hecho.	Harry	Neutral	
W1MonTutScrape3Sabot_01	Un poco más de esfuerzo y ya está.	Harry	Neutral	
W1MonTutScrape4Sabot_01	Ya está. Ahora pulsa el botón "Volver" para salir y validar tu trabajo.	Harry	Happy	
W1MonTutScrapeBad_01	Vamos, chica, pon tu empeño en ello. Todavía no se ha acabado. Y no te olvides de ese punto. Está marcado como todos los demás. 	Harry	Angry	
W1MonTutBoxWash_01	Esta es la parte más agotadora: cambiar el lecho de un caballo. No hay nada como una cama con sábanas limpias, tanto para los humanos como para los caballos. Un caballo pasa mucho tiempo en la cama, por lo que debe estar bien limpia para que se sienta cómodo. 	Harry	Neutral	
W1MonTutBoxWash_02	Retira el estiércol y la paja sucia con el clic izquierdo del ratón. 	Elsys	Neutral	
W1MonTutBoxWash_03	Lo siguiente que hay que hacer es moverlo hacia la carretilla utilizando las flechas de dirección y el ratón. A continuación, haz clic en el botón izquierdo del ratón para dejarlo caer en la carretilla.	Elsys	Neutral	
W1MonTutBoxWashPaille_01	¡Uf! Esto no es tan agotador.	Flora	Happy	
W1MonTutBoxWashPaille_02	¡Ja, ja! Todavía no se ha acabado, jovencita. Ahora tienes que esparcir paja limpia por el suelo de la caja. Para conseguir paja tienes que sacarla con un tenedor de la paca y esparcirla por el suelo. 	Harry	Neutral	
W1MonTutBoxWashPaille_03	Recuerda que una dispersión equilibrada te dará una mejor puntuación.	Harry	Neutral	
W1MonTutBoxWashEndGood_01	No está mal para empezar. Puedes salir y validar tu trabajo cuando quieras, utilizando el botón "Volver".	Harry	Neutral	
W1MonTutBoxWashEndBad_01	Intenta terminar una tarea al menos una vez.	Harry	Happy	
W1MonTutBox1End_01	Buen trabajo, jovencita. Normalmente a tu caballo se le permite correr un poco por el prado para relajarse. Desafortunadamente, el clima no es adecuado y podría hacerle más daño que bien. 	Harry	Neutral	
W1MonTutBox1End_02	Espero que el tiempo mejore la próxima vez para poder mostrarte cómo duchar a tu caballo. Ahora puedes salir de tu hípica haciendo clic en el botón "Salir". 	Harry	Neutral	
W1MonTutBox1Score_01	Bien hecho, acabas de recoger tus primeros puntos y tus primeros créditos.	Harry	Happy	
W1MonTutBox1Score_02	¿Y qué hago con ellos?	Flora	Neutral	
W1MonTutBox1Score_03	Sinceramente, los jóvenes siempre necesitan que les den de comer. Ganas créditos cada vez que completas una tarea. 	Harry	Neutral	
W1MonTutBox1Score_04	Los créditos se utilizan como moneda en todas las Academias. Puedes utilizarlos para comprar un montón de cosas en la tienda del pueblo, como ropa y equipamiento. 	Harry	Neutral	
W1MonTutBox1Score_05	Tu puntuación se divide en dos, porque tienes que hacer un mínimo de dos sesiones de entrenamiento. La próxima vez la puntuación será la media de todas las puntuaciones que hayas obtenido. 	Patrick	Neutral	
W1MonTutBox1Score_06	¡Recuerda! Tienes que realizar 2 sesiones de entrenamiento a la semana en cada disciplina: muestra de salto, campo a través, doma de exhibición e incluso cuidado del caballo. 	Patrick	Neutral	
W1MonTutBox1Other_01	Te aconsejo que lleves a cabo todas las tareas. El cuidado de los caballos es esencial y debe llevarse a cabo con regularidad. 	Harry	Neutral	
W1TueTutBox2Start_01	Buenos días, jovencita. Hoy hace un día precioso, así que podemos bañar a tu caballo. 	Harry	Happy	
W1TueTutBox2Start_02	Se está bien y calentito. Le vendrá muy bien.	Flora	Neutral	
W1TueTutBox2Start_03	Sí, pero no olvides las otras tareas también.	Harry	Neutral	
W1TueTutShower_01	Además de limpiar a tu caballo, una buena ducha le ayuda a relajarse. Ganará resistencia cada vez que lo duches. 	Harry	Neutral	
W1TueTutShower_02	Sólo debes bañar a tu caballo cuando haga buen tiempo. Si nieva o llueve el caballo puede sentirse mal.	Harry	Neutral	
W1TueTutShower_03	Entonces, ¿cómo limpias tu caballo?	Flora	Neutral	
W1TueTutShower_04	Todo lo que tienes que hacer es cepillar tu caballo dentro, como te mostré antes. ¿Recuerdas? 	Harry	Neutral	
W1TueTutShower_05	Para duchar a tu caballo, mantén pulsado el clic izquierdo del ratón. Para apuntar, mueve el ratón.	Elsys	Neutral	
W1TueTutShower_06	Acuérdate de bañar ambos lados. Para cambiar de lado, simplemente haz clic en el botón de arriba a la derecha. 	Elsys	Neutral	
W1TueTutShower_07	No olvides que, en cuanto creas que tu caballo está limpio, puedes terminar pulsando el botón "Volver". 	Elsys	Neutral	
W1TueTutShowerBad_01	Tu caballo no está del todo limpio. Hay más cosas que hacer. No puedo estar siempre ahí para recordártelo. 	Harry	Happy	
W1TueTutBox2Other_01	Bien hecho, tu caballo ya está limpio y fuerte. No olvides que no siempre puedes elegir entre el cepillado y la ducha. El cepillado eleva la moral de tu caballo y la ducha le da resistencia. 	Harry	Neutral	
W1TueTutBox2Other_02	Escoge el que más te convenga, pero ten cuidado con el tiempo. Siempre puedes ver las previsiones en el ordenador del centro de estudiantes. 	Harry	Neutral	
W1TueTutBox2OtherBad_01	¡Cuidado! Aún estoy aquí. Todavía tienes tareas que terminar.	Harry	Neutral	
W1MonTutDreStart_01	Buenos días, soy Patrick y os voy a enseñar los fundamentos de la doma de exhibición. 	Patrick	Neutral	
W1MonTutDreStart_02	Para dar órdenes a tu caballo, utiliza las teclas de flecha izquierda y derecha. 	Patrick	Neutral	
W1MonTutDreStart_03	En la barra de arriba, verás pasar una lista de flechas que se desplazan. Cuando una flecha pase por la pequeña diana del centro, pulsa la flecha derecha para validarla. 	Patrick	Neutral	
W1MonTutDreStart_04	Diferentes velocidades necesitan diferentes ritmos de flechas. Cuantas más flechas metas, más puntos ganarás, sobre todo si se encadenan. 	Patrick	Neutral	
W1MonTutDreStart_05	Si fallas las flechas, tu caballo puede perder el ritmo. No te preocupes. Puedes recuperarlo pulsando 2 flechas consecutivas. 	Patrick	Neutral	
W1MonTutDreStart_06	Hay dos flechas diferentes más largas. Para validarlas, tienes que mantener pulsada la flecha en cuestión cuando se desplaza por el objetivo.	Patrick	Neutral	
W1MonTutDreStart_07	Te encontrarás con diferentes marcadores, o puntos de control, que están ahí para asegurarte de que tienes un buen control de tu caballo. Para validar un punto de control debes pulsar la tecla "Ctrl derecha". 	Patrick	Neutral	
W1MonTutDreStart_08	¿Estás lista? La prueba está a punto de comenzar. Verás tu puntuación al final de cada movimiento. Buena suerte y no olvides mantener el ritmo. 	Patrick	Neutral	
W1MonTutDreStart_09	Cuando completes una figura con éxito, puedes reproducirla pulsando la barra espaciadora. 	Elsys	Neutral	
W1MonTutDreStart_10	Cuidado. Si no has desbloqueado una figura leyendo el libro correspondiente en la biblioteca, no podrás hacerla. 	Elsys	Neutral	
W1MonTutDreStart_11	Aparecerán estrellas en la pantalla a medida que vayas siguiendo los marcadores. Cuantos más marcadores sigas al pasar por el objetivo, más estrellas verás y más alta será tu puntuación. ¡Ahora depende de ti!	Elsys	Neutral	
W1MonTutDreEnd1_01	¡Bien hecho! ¡Creo que tenemos una verdadera campeona en proceso de creación!	Patrick	Happy	
W1MonTutDreEnd2_01	¡Enhorabuen! Parece que tu caballo y tú os lleváis bien.	Patrick	Neutral	
W1MonTutDreEnd3_01	No está mal para un primer intento. Pero todavía tienes mucho trabajo que hacer.	Patrick	Neutral	
W1MonTutDreEnd4_01	Vas a tener que trabajar, pero sigue así y serás una gran campeona. 	Patrick	Neutral	
W1MonTutDreScore_01	Tu puntuación se divide entre dos porque tienes que hacer un mínimo de dos sesiones de entrenamiento. La próxima vez, la puntuación marcada será la media de todas las puntuaciones que hayas obtenido. 	Patrick	Neutral	
W1MonTutDreScore_02	Recuerda que tienes que realizar dos sesiones de entrenamiento por semana en cada disciplina: muestra de salto, campo a través, doma de exhibición e incluso cuidado del caballo.	Patrick	Neutral	
W1MonTutLibrary_01	La biblioteca es una parte importante de tu aprendizaje y no debes pasarla por alto. 	Alexandra	Neutral	
W1MonTutLibrary_02	Los libros enseñan aspectos de la teoría que a menudo son descuidados por los estudiantes, pero siguen conteniendo información importante.	Jade	Neutral	
W1MonTutLibrary_03	No tienes todo el tiempo del mundo, así que elige los libros que se ajusten a tu nivel.	Jade	Neutral	
W1MonTutLibrary_04	¿Cómo puedo pedir prestado un libro?	Flora	Neutral	
W1MonTutLibrary_05	Selecciona tu libro con las flechas de dirección. Cada libro tiene un tiempo de lectura determinado, así que asegúrate de que te queda suficiente tiempo antes de empezar. 	Jade	Neutral	
W1MonTutLibrary_06	Cada vez que leas un nuevo libro, se añadirán notas a tu cuaderno. Puedes consultarlas siempre que quieras pulsando el botón N. Esto resulta muy útil cuando observas las necesidades de tu potro.	Elsys	Neutral	
W1MonTutLibrary_07	Ojo, tomar notas en tu cuaderno te cuesta la mitad del tiempo de lectura del libro. 	Elsys	Neutral	
W1MonTutLibrary_08	Para desplazarte por un escenario, utiliza las flechas de dirección. Para avanzar, pulsa la flecha "Arriba"; para girar, pulsa las flechas "Izquierda" y "Derecha". Pulsa "Shift" al mismo tiempo y podrás correr.	Elsys	Neutral	
W1MonTutShop_01	Has estado trabajando duro. Te mereces un tiempo libre para ir de compras. 	Jade	Neutral	
W1MonTutShop_02	Podrás gastar los créditos que tanto te ha costado ganar en las diferentes tiendas del pueblo. 	Jade	Neutral	
W1MonTutShop_03	Dirígete a la tienda que quieras. Aparecerá un icono de acción en forma de flecha. Cuando aparezca, pulsa la barra espaciadora para entrar en la tienda. 	Elsys	Neutral	
W1MonTutShop_04	¡Cuidado! Si activas una puerta normal sin el icono de la flecha, saldrás de la actividad de la tienda. 	Elsys	Neutral	
W1MonTutShop_05	Acaba de abrirse una nueva tienda que vende objetos para tu prado. No los pases por alto, harán muy feliz a tu caballo y ganará puntos de moral. 	Elsys	Neutral	
W1MonTutShopNoOut_01	¡Cuidado! Este tipo de puerta sale de la actividad de la tienda y te lleva de vuelta al horario. 	Elsys	Neutral	
W1MonTutShopMenu_01	Esto es genial. Hay un montón de cosas que me gustan. 	Flora	Neutral	
W1MonTutShopMenu_02	Selecciona los objetos que quieras con las flechas. Cuidado, no puedes comprar un objeto si no tienes suficiente dinero. 	Elsys	Neutral	
W1MonTutShopMenu_03	Algunos artículos te ayudarán a ganar puntos de popularidad. 	Elsys	Neutral	
W2MonTutMime_01	Tu potro es muy dulce, pero necesita muchos cuidados. Ahora mismo está descansando en el prado con su madre. 	Jade	Neutral	
W2MonTutMime_02	Obsérvalo de cerca; puede necesitar algo. A veces puede querer jugar, pero otras veces puede ponerse enfermo, así que presta atención a todas sus necesidades. 	Jade	Neutral	
W2MonTutMime_03	Puedes ver una solicitud de tu caballo haciendo clic en el botón "Volver a ver". Cuando creas que has identificado su necesidad, puedes responder haciendo clic en el botón correspondiente. 	Elsys	Neutral	
W2MonTutMime_04	Recuerda las respuestas que aprendiste en la biblioteca. No olvides que te ayudarán a fortalecer tu relación con el potro.	Jade	Neutral	
W2MonTutMimeStart_01	Elije la categoría correspondiente entre las cuatro disponibles.	Elsys	Neutral	
W2MonTutMimeCateg_01	Aquí están las diferentes respuestas posibles para esta categoría. Si crees que lo sabes, haz clic en uno de los iconos. De lo contrario, vuelva a la lista de selección de categorías haciendo clic en "Cancelar".	Elsys	Neutral	
W2MonTutMimeCateg_02	No te equivoques. Sólo tienes 3 oportunidades para todas las solicitudes. Se recomienda que sólo respondas a las solicitudes para las que te sientas preparada. 	Elsys	Neutral	
W2MonTutMimeCateg_03	Si tu respuesta es incorrecta pero está en la categoría correcta, las otras categorías se sombrean para ayudarte. Sin embargo, si esta categoría no es la correcta, esta categoría estará sombreada. 	Elsys	Neutral	
W2MonTutMime1Lost_01	No pasa nada, aún te quedan 2 oportunidades. No olvides que puedes acceder a tu cuaderno para ver lo que has aprendido en la biblioteca.	Elsys	Neutral	
W2MonTutMime2Lost_01	¡Cuidado! Sólo te queda una oportunidad.	Elsys	Neutral	
W2MonTutMime3Lost_01	Deberías volver a la biblioteca y estudiar. Quizás se te haya olvidado algo. 	Elsys	Neutral	
W2MonTutMime1Win_01	¡Bien hecho! Has aprendido bien la lección. 	Elsys	Neutral	
W2MonTutMime2Win_01	Eres impresionante. Sólo queda una necesidad que atender. Estás cuidando bien del potro. 	Elsys	Neutral	
W2MonTutMime3Win_01	¡Bien hecho! Cuidas muy bien de tu potro. Es evidente que está en buenas manos. 	Elsys	Neutral	
W1TueTutCross_01	Por fin es la prueba de campo a través. Es una prueba larga y muy agotadora para tu caballo, así que espero que estés bien preparada. 	Patrick	Neutral	
W1TueTutCross_02	Utiliza el botón de arriba para hacer que tu caballo trote. Púlsalo de nuevo y acelerarás del trote al galope. 	Elsys	Neutral	
W1TueTutCross_03	Para reducir la velocidad se aplica el mismo procedimiento. Basta con pulsar la flecha hacia abajo. 	Elsys	Neutral	
W1TueTutCross_04	Para girar, utiliza las flechas izquierda y derecha.	Elsys	Neutral	
W1TueTutCross_05	Para saltar, utiliza la barra espaciadora. Asegúrate de saltar en el momento adecuado. Para ello, coloca tu caballo en la zona verde frente al obstáculo. 	Elsys	Neutral	
W1TueTutCross_06	Vigila el cursor del medidor de moral mientras se mueve hacia arriba y hacia abajo. Puede cambiar la calidad de tu salto. 	Elsys	Neutral	
W1TueTutCross_07	Si el cursor está en la zona de la moral, te ayudará a corregir un error. Si está en la zona de armonía, realizará el salto perfecto. 	Elsys	Neutral	
W1TueTutCross_08	Tras un salto perfecto, ganas un tiempo limitado en el que puedes galopar, indicado por un indicador. Aprovecha esta ventaja para acelerar cuando puedas. 	Elsys	Neutral	
W1TueTutCross_09	Ya estás lista para salir. Para ayudarte, hay paneles con flechas que te indican la dirección del siguiente obstáculo.	Patrick	Neutral	
W1TueTutCross_10	Ah, ¡casi se me olvida! Si quieres descubrir los problemas que te esperan en la próxima competición, aquí tienes una dirección para probar en el ordenador del centro de estudiantes: www.horse-sports.ubi	Elsys	Neutral	
W1TueTutJump_01	Es el momento de tu primera muestra de salto.	Alexandra	Neutral	
W1TueTutJump_02	Es una prueba de velocidad que requiere una gran concentración. Tienes que saltar las diferentes vallas lo más rápido posible. Pero ten cuidado de no derribar ninguna valla.	Alexandra	Neutral	
W1TueTutJump_03	Para aumentar la velocidad de tu caballo, pulsa la flecha hacia arriba. Para reducir la velocidad, pulsa la flecha hacia abajo. 	Elsys	Neutral	
W1TueTutJump_04	Utiliza las teclas de flecha izquierda y derecha para dar a tu caballo la orden de girar. 	Elsys	Neutral	
W1TueTutJump_05	Finalmente, cuando el obstáculo esté frente a ti, pulsa la barra espaciadora para saltar. Utiliza la tabla de enfrente para guiarte y apunta a la zona verde. 	Elsys	Neutral	
W1TueTutJump_06	La moral de tu caballo es muy importante y a veces te ayudará a corregir tu salto. Observa el cursor del medidor. Al galope, el indicador sube; al trote y al paso, el indicador baja. Coloca el cursor en la zona de armonía de la parte superior del manómetro y realizarás el salto perfecto. 	Elsys	Neutral	
W1TueTutJump_07	Bien, veamos qué puedes hacer.	Alexandra	Neutral	
W2TueTutLibStart_01	Antes de ocuparte de tu potro en la actividad del Diálogo, te aconsejamos que consultes primero los libros de cuidados de la biblioteca. Los libros contienen información valiosa para entender las necesidades de tu potro y responder correctamente.	Elsys	Neutral	
W2TueTutLearnStart_01	Antes de ocuparte de tu potro en la actividad del Diálogo, te aconsejamos que consultes primero los libros de cuidados de la biblioteca. Los libros contienen información valiosa para entender las necesidades de tu potro y responder correctamente.	Elsys	Neutral	
W2TueTutLearnStart_02	En este ejercicio debes seguir el ritmo de tu potro. Sigue sus movimientos manteniendo el cursor del ratón en la zona del radar delante de tu potro. Asegúrate de acompañarlo a lo largo de varias vueltas e intenta siempre aumentar su comprensión de las instrucciones. 	Elsys	Neutral	
W2TueTutLearnStart_03	Debes respetar la marcha, la dirección y la órbita establecidas en la pantalla. El incumplimiento de uno de estos factores hará que éste parpadee en rojo. Presta atención a esta pantalla, porque la marcha solicitada puede cambiar en cualquier momento. 	Elsys	Neutral	
W2TueTutLearnStart_04	Cada vez que la marcha, la dirección o la órbita cambien, aparecerá un signo de exclamación. Tendrás tiempo para encontrar la marcha correcta mientras se muestre la señal. Recuerda mantener el cursor en la zona del radar. 	Elsys	Neutral	
W2TueTutLearnStart_05	Utiliza la flecha "Arriba" para aumentar el paso de tu potro. La flecha "Abajo" ralentizará el paso de tu potro, hasta que se detenga por completo y se dé la vuelta. Las flechas derecha e izquierda te ayudarán a aumentar y disminuir el tamaño de la órbita de tu potro.	Elsys	Neutral	
W2TueTutLearnStart_06	Aparecerán marcadores en el suelo para comprobar si dominas el amarre. Tienes que guiar a tu caballo por algunos de los mercados, pero no por todos. Los marcadores verdes aumentan la comprensión de tu potro, pero los rojos la reducen. No te equivoques. 	Elsys	Neutral	
W2TueTutLearnDesobey_01	Si la comprensión de tu potro es muy limitada, te desobedece. Pulsa "espacio" para reñirle. Pero recuerda que debes reñirle cuando su corazón esté verde, de lo contrario será peor.	Elsys	Neutral	
W2TueTutLearnDesobey_02	Si sientes que su corazón late demasiado rápido, espera un rato y se ralentizará. Recuerda que aún tienes los marcadores verdes. 	Elsys	Neutral	
W2TueTutLearnEnd_01	Si el nivel de comprensión de tu potro desciende, o le das una orden irrealizable, perderá la confianza y se apartará. Ignora la zona del radar y trata de reñirle con las flechas. Si le riñes mientras el corazón está en verde, aumentarás su nivel de comprensión. Si no, aumentará su falta de confianza.	Elsys	Neutral	
W2TueTutLearnEnd_02	Si sientes que su corazón late demasiado rápido, espera un rato y se ralentizará. Recuerda que aún tienes los marcadores verdes. 	Elsys	Neutral	
RideTuto_01	Asegúrate de hacer fotos cuando salgas a pasear. Pulsa la tecla "Control izquierdo" para activar la cámara y haz una foto con la barra espaciadora. Puedes acercarte al objetivo con el botón izquierdo del ratón y alejarte con el botón derecho. 	Elsys	Neutral	
RideTuto_02	Puedes consultar tu álbum de fotos siempre que quieras pulsando la tecla "F". 	Elsys	Neutral	
RideTuto_03	Visita este sitio de Internet: www.your-news.ubi. Te dará ideas de fotos para poner en el centro de estudiantes y ganar popularidad.	Elsys	Neutral	
BedTuto_01	En este menú, puedes probarte diferentes prendas de vestir que hayas comprado. Puedes verlas mejor dando vueltas con las flechas "izquierda" y "derecha" del teclado. 	Elsys	Neutral	
FigurineToscane_01	Bien hecho, ¡acabas de recoger una de las 3 estatuas escondidas en la Toscana! Recuerda comprar pistas en las tiendas para ayudarte a encontrarlas. 	Elsys	Neutral	
FigurineAlsace_01	Bien hecho, ¡acabas de recoger una de las 3 estatuas escondidas en Alsacia! Recuerda comprar pistas en las tiendas para ayudarte a encontrarlas.	Elsys	Neutral	
FigurineChine_01	Bien hecho, ¡acabas de recoger una de las 4 estatuas escondidas en China! Recuerda comprar pistas en las tiendas para ayudarte a encontrarlas.	Elsys	Neutral	
FigurineBonus_01	Bien hecho, ¡has recogido las 10 estatuillas ocultas! Se ha desbloqueado una bonificación en el menú principal. 	Elsys	Neutral	
FTStart_01	En el centro de estudiantes, puedes charlar con los demás estudiantes y conocerlos un poco mejor. No dudes en hablar con ellos y conseguir algunos puntos de popularidad. 	Elsys	Neutral	
FTStart_02	Cuidado. No puedes hablar más de dos veces en el centro de actividades estudiantiles. ¡También hay trabajo que hacer!	Elsys	Neutral	
FTStart_03	También encontrarás un equipo de música que te permitirá escuchar tus propios CD y un ordenador en el que podrás consultar algunos sitios útiles. Te daré las direcciones cuando las necesites.	Elsys	Neutral	
FTCaroll1_01	¿Así que quieres saber más sobre mí? Es bueno saber que estás interesada. Pero me temo que te voy a decepcionar; mi vida no es tan emocionante. 	Caroll	Neutral	
FTCaroll1_02	Igualmente me gustaría oírte hablar. Siempre es estupendo escuchar a otros hablar y me interesa saber quién eres. Pareces tan llena de vida.	Flora	Neutral	
FTCaroll1_03	Sabes, no siempre he sido así. Hace mucho tiempo era tímida y retraída. 	Caroll	Neutral	
FTCaroll1_04	¿Tímida? ¿Tú? No te creo.	Flora	Neutral	
FTCaroll1_05	Así era yo. Una jovencita de Edimburgo de 17 años y la gente del vecindario me llamaba "pez de colores" porque no podía juntar dos palabras y me quedaba mirando a la gente con los ojos abiertos. 	Caroll	Neutral	
FTCaroll1_06	El mundo me desconcertaba por completo y me sentía totalmente diferente a los demás niños. Ellos sólo querían divertirse. Lo que me gustaba era leer, la astronomía y la prehistoria, ese tipo de cosas. Había misterios en el universo y yo tenía que entenderlos. 	Caroll	Neutral	
FTCaroll1_07	El presente no me interesaba. Quería saber de dónde veníamos y a dónde íbamos. Otros niños no entendían esto y me daban la espalda. 	Caroll	Neutral	
FTCaroll1_08	¿Qué te hizo comportarte así, a una edad tan pequeña? 	Flora	Neutral	
FTCaroll1_09	Prefiero hablar de ello en otro momento, si no te importa.	Caroll	Neutral	
FTCaroll1_10	Por supuesto, me encantaría entenderte mejor.	Flora	Neutral	
FTCaroll2_01	Me gustaría saber más. ¿Por qué pasabas todo el tiempo leyendo en lugar de divertirte con otros niños?	Flora	Neutral	
FTCaroll2_02	Mi padre era militar. No tenía ni idea en ese momento. No estaba en casa muy a menudo. Mi madre estaba muy ocupada con mis dos hermanos pequeños y nadie se ocupaba de mí. A menudo preguntaba por qué papá tenía que irse y por qué no podía quedarse en casa un día más. 	Caroll	Neutral	
FTCaroll2_03	Sólo decían que las cosas eran así. No se nos permitía preguntar a dónde iba y qué hacía. A veces estaba fuera durante meses. Nadie decía una palabra sobre lo que hacía. 	Caroll	Neutral	
FTCaroll2_04	Todo era tan misterioso y parecía tan injusto ocultarme cosas sólo porque era demasiado joven para entenderlas.	Caroll	Neutral	
FTCaroll2_05	Decidí que el mundo era mío para aprender y que yo sería la que tendría todas las respuestas. Así que empecé a leer libros de ciencia que a veces eran demasiado complicados para mí y me pasaba las vacaciones encerrada en mi habitación, saliendo solo para comer. 	Caroll	Neutral	
